Date;Région;Filière;Valeur (TWh)
2014-01;Île-de-France;Autre;-1,70E-19
2014-02;Île-de-France;Autre;-1,70E-19
2014-03;Île-de-France;Autre;-5,74E-20
2014-04;Île-de-France;Autre;-1,16E-19
2014-05;Île-de-France;Autre;-7,35E-19
2014-06;Île-de-France;Autre;-5,30E-20
2014-07;Île-de-France;Autre;-8,90E-20
2014-08;Île-de-France;Autre;2,53E-20
2014-09;Île-de-France;Autre;-1,16E-19
2014-10;Île-de-France;Autre;-4,78E-20
2014-11;Île-de-France;Autre;-1,30E-19
2014-12;Île-de-France;Autre;-2,84E-19
2015-01;Île-de-France;Autre;1,72E-19
2015-02;Île-de-France;Autre;-5,69E-20
2015-03;Île-de-France;Autre;-2,15E-19
2015-04;Île-de-France;Autre;3,69E-19
2015-05;Île-de-France;Autre;-2,29E-19
2015-06;Île-de-France;Autre;-2,28E-19
2015-07;Île-de-France;Autre;1,98E-19
2015-08;Île-de-France;Autre;6,38E-19
2015-09;Île-de-France;Autre;6,26E-19
2015-10;Île-de-France;Autre;-1,58E-20
2015-11;Île-de-France;Autre;1,22E-18
2015-12;Île-de-France;Autre;4,27E-20
2016-01;Île-de-France;Autre;-4,55E-19
2016-02;Île-de-France;Autre;-3,98E-19
2016-03;Île-de-France;Autre;-2,15E-19
2016-04;Île-de-France;Autre;1,99E-19
2016-05;Île-de-France;Autre;1,46E-21
2016-06;Île-de-France;Autre;-1,00E-21
2016-07;Île-de-France;Autre;5,63E-20
2016-08;Île-de-France;Autre;-2,27E-19
2016-09;Île-de-France;Autre;-8,52E-20
2016-10;Île-de-France;Autre;1,43E-19
2016-11;Île-de-France;Autre;-4,84E-19
2016-12;Île-de-France;Autre;6,93E-20
2017-01;Île-de-France;Autre;0,000360282
2017-02;Île-de-France;Autre;0,000325416
2017-03;Île-de-France;Autre;0,000360292
2017-04;Île-de-France;Autre;0,00034866
2017-05;Île-de-France;Autre;0,000360282
2017-06;Île-de-France;Autre;0,00034866
2017-07;Île-de-France;Autre;0,000360282
2017-08;Île-de-France;Autre;0,000360282
2017-09;Île-de-France;Autre;0,00034866
2017-10;Île-de-France;Autre;0,00036027
2017-11;Île-de-France;Autre;0,00034866
2017-12;Île-de-France;Autre;0,000360282
2018-01;Île-de-France;Autre;0,00051956
2018-02;Île-de-France;Autre;0,00046928
2018-03;Île-de-France;Autre;0,000519573
2018-04;Île-de-France;Autre;0,0005028
2018-05;Île-de-France;Autre;0,00051956
2018-06;Île-de-France;Autre;0,0005238
2018-07;Île-de-France;Autre;0,00051956
2018-08;Île-de-France;Autre;0,00051956
2018-09;Île-de-France;Autre;0,0005028
2018-10;Île-de-France;Autre;0,000519544
2018-11;Île-de-France;Autre;0,0005028
2018-12;Île-de-France;Autre;0,000520676
2019-01;Île-de-France;Autre;4,49E-05
2019-02;Île-de-France;Autre;4,05E-05
2019-03;Île-de-France;Autre;4,49E-05
2019-04;Île-de-France;Autre;4,34E-05
2019-05;Île-de-France;Autre;4,49E-05
2019-06;Île-de-France;Autre;7,21E-05
2019-07;Île-de-France;Autre;4,49E-05
2019-08;Île-de-France;Autre;4,49E-05
2019-09;Île-de-France;Autre;4,34E-05
2019-10;Île-de-France;Autre;4,49E-05
2019-11;Île-de-France;Autre;4,34E-05
2019-12;Île-de-France;Autre;4,49E-05
2020-01;Île-de-France;Autre;4,49E-05
2020-02;Île-de-France;Autre;4,05E-05
2020-03;Île-de-France;Autre;4,49E-05
2020-04;Île-de-France;Autre;4,34E-05
2020-05;Île-de-France;Autre;4,49E-05
2020-06;Île-de-France;Autre;4,34E-05
2020-07;Île-de-France;Autre;4,49E-05
2020-08;Île-de-France;Autre;4,49E-05
2020-09;Île-de-France;Autre;4,34E-05
2020-10;Île-de-France;Autre;4,49E-05
2020-11;Île-de-France;Autre;4,34E-05
2020-12;Île-de-France;Autre;4,49E-05
2021-01;Île-de-France;Autre;4,49E-05
2021-02;Île-de-France;Autre;4,05E-05
2021-03;Île-de-France;Autre;4,49E-05
2021-04;Île-de-France;Autre;4,34E-05
2021-05;Île-de-France;Autre;4,49E-05
2021-06;Île-de-France;Autre;4,34E-05
2021-07;Île-de-France;Autre;4,49E-05
2021-08;Île-de-France;Autre;4,49E-05
2021-09;Île-de-France;Autre;4,34E-05
2021-10;Île-de-France;Autre;4,49E-05
2021-11;Île-de-France;Autre;4,34E-05
2021-12;Île-de-France;Autre;4,49E-05
2022-01;Île-de-France;Autre;5,15E-05
2022-02;Île-de-France;Autre;5,23E-05
2022-03;Île-de-France;Autre;5,09E-05
2022-04;Île-de-France;Autre;5,01E-05
2022-05;Île-de-France;Autre;4,90E-05
2022-06;Île-de-France;Autre;4,37E-05
2022-07;Île-de-France;Autre;4,52E-05
2022-08;Île-de-France;Autre;4,51E-05
2022-09;Île-de-France;Autre;4,36E-05
2022-10;Île-de-France;Autre;4,36E-05
2022-11;Île-de-France;Autre;4,35E-05
2022-12;Île-de-France;Autre;4,34E-05
2023-01;Île-de-France;Autre;4,35E-05
2023-02;Île-de-France;Autre;5,01E-05
2023-03;Île-de-France;Autre;4,69E-05
2023-04;Île-de-France;Autre;4,68E-05
2023-05;Île-de-France;Autre;4,67E-05
2023-06;Île-de-France;Autre;4,36E-05
2023-07;Île-de-France;Autre;4,35E-05
2023-08;Île-de-France;Autre;4,35E-05
2023-09;Île-de-France;Autre;4,35E-05
2023-10;Île-de-France;Autre;4,35E-05
2023-11;Île-de-France;Autre;4,35E-05
2023-12;Île-de-France;Autre;4,73E-05
2024-01;Île-de-France;Autre;4,98E-05
2024-02;Île-de-France;Autre;6,69E-05
2024-03;Île-de-France;Autre;5,46E-05
2024-04;Île-de-France;Autre;0,000502131
2024-05;Île-de-France;Autre;0,000157978
2024-06;Île-de-France;Autre;4,43E-05
2024-07;Île-de-France;Autre;4,42E-05
2024-08;Île-de-France;Autre;4,44E-05
2024-09;Île-de-France;Autre;4,45E-05
2024-10;Île-de-France;Autre;4,52E-05
2024-11;Île-de-France;Autre;4,97E-05
2024-12;Île-de-France;Autre;8,84E-05
2025-01;Île-de-France;Autre;0,000406342
2025-02;Île-de-France;Autre;0,001024595
2025-03;Île-de-France;Autre;0,001035561
2025-04;Île-de-France;Autre;7,29E-05
2025-05;Île-de-France;Autre;4,45E-05
2025-06;Île-de-France;Autre;4,45E-05
2025-07;Île-de-France;Autre;4,45E-05
2025-08;Île-de-France;Autre;4,45E-05
2025-09;Île-de-France;Autre;4,46E-05
2025-10;Île-de-France;Autre;4,46E-05
2014-01;Île-de-France;Solaire;0,001568198
2014-02;Île-de-France;Solaire;0,002938564
2014-03;Île-de-France;Solaire;0,006590477
2014-04;Île-de-France;Solaire;0,006938747
2014-05;Île-de-France;Solaire;0,008347582
2014-06;Île-de-France;Solaire;0,009424704
2014-07;Île-de-France;Solaire;0,007915417
2014-08;Île-de-France;Solaire;0,007530585
2014-09;Île-de-France;Solaire;0,007394077
2014-10;Île-de-France;Solaire;0,00408071
2014-11;Île-de-France;Solaire;0,002239658
2014-12;Île-de-France;Solaire;0,001151801
2015-01;Île-de-France;Solaire;0,001538583
2015-02;Île-de-France;Solaire;0,003066745
2015-03;Île-de-France;Solaire;0,005437119
2015-04;Île-de-France;Solaire;0,008214703
2015-05;Île-de-France;Solaire;0,008762019
2015-06;Île-de-France;Solaire;0,010710409
2015-07;Île-de-France;Solaire;0,009782637
2015-08;Île-de-France;Solaire;0,008748197
2015-09;Île-de-France;Solaire;0,007058791
2015-10;Île-de-France;Solaire;0,004246589
2015-11;Île-de-France;Solaire;0,002461669
2015-12;Île-de-France;Solaire;0,00198863
2016-01;Île-de-France;Solaire;0,001823095
2016-02;Île-de-France;Solaire;0,003281579
2016-03;Île-de-France;Solaire;0,00525377
2016-04;Île-de-France;Solaire;0,007529361
2016-05;Île-de-France;Solaire;0,007656379
2016-06;Île-de-France;Solaire;0,007253587
2016-07;Île-de-France;Solaire;0,009636728
2016-08;Île-de-France;Solaire;0,009140396
2016-09;Île-de-France;Solaire;0,006379216
2016-10;Île-de-France;Solaire;0,007304798
2016-11;Île-de-France;Solaire;0,002348157
2016-12;Île-de-France;Solaire;0,002082958
2017-01;Île-de-France;Solaire;0,002019666
2017-02;Île-de-France;Solaire;0,002601705
2017-03;Île-de-France;Solaire;0,005006775
2017-04;Île-de-France;Solaire;0,008255512
2017-05;Île-de-France;Solaire;0,009589074
2017-06;Île-de-France;Solaire;0,010448398
2017-07;Île-de-France;Solaire;0,008926919
2017-08;Île-de-France;Solaire;0,008252599
2017-09;Île-de-France;Solaire;0,006419982
2017-10;Île-de-France;Solaire;0,00479446
2017-11;Île-de-France;Solaire;0,002478069
2017-12;Île-de-France;Solaire;0,001284421
2018-01;Île-de-France;Solaire;0,000958052
2018-02;Île-de-France;Solaire;0,003502731
2018-03;Île-de-France;Solaire;0,004866465
2018-04;Île-de-France;Solaire;0,007989227
2018-05;Île-de-France;Solaire;0,011182367
2018-06;Île-de-France;Solaire;0,010522259
2018-07;Île-de-France;Solaire;0,011766364
2018-08;Île-de-France;Solaire;0,010047543
2018-09;Île-de-France;Solaire;0,008653703
2018-10;Île-de-France;Solaire;0,007805353
2018-11;Île-de-France;Solaire;0,004672982
2018-12;Île-de-France;Solaire;0,000897361
2019-01;Île-de-France;Solaire;0,00271484
2019-02;Île-de-France;Solaire;0,005526852
2019-03;Île-de-France;Solaire;0,007778985
2019-04;Île-de-France;Solaire;0,008912594
2019-05;Île-de-France;Solaire;0,011155217
2019-06;Île-de-France;Solaire;0,012084752
2019-07;Île-de-France;Solaire;0,013074514
2019-08;Île-de-France;Solaire;0,011756139
2019-09;Île-de-France;Solaire;0,011172904
2019-10;Île-de-France;Solaire;0,007219754
2019-11;Île-de-France;Solaire;0,004472633
2019-12;Île-de-France;Solaire;0,004291969
2020-01;Île-de-France;Solaire;0,003572626
2020-02;Île-de-France;Solaire;0,005413672
2020-03;Île-de-France;Solaire;0,008535863
2020-04;Île-de-France;Solaire;0,012641117
2020-05;Île-de-France;Solaire;0,015653545
2020-06;Île-de-France;Solaire;0,013980431
2020-07;Île-de-France;Solaire;0,017495586
2020-08;Île-de-France;Solaire;0,016739053
2020-09;Île-de-France;Solaire;0,014295583
2020-10;Île-de-France;Solaire;0,008018861
2020-11;Île-de-France;Solaire;0,006335949
2020-12;Île-de-France;Solaire;0,003754804
2021-01;Île-de-France;Solaire;0,003014319
2021-02;Île-de-France;Solaire;0,006233257
2021-03;Île-de-France;Solaire;0,012121204
2021-04;Île-de-France;Solaire;0,016737091
2021-05;Île-de-France;Solaire;0,016545799
2021-06;Île-de-France;Solaire;0,017194568
2021-07;Île-de-France;Solaire;0,016422902
2021-08;Île-de-France;Solaire;0,019991109
2021-09;Île-de-France;Solaire;0,018544478
2021-10;Île-de-France;Solaire;0,014546118
2021-11;Île-de-France;Solaire;0,007508963
2021-12;Île-de-France;Solaire;0,004819789
2022-01;Île-de-France;Solaire;0,005709588
2022-02;Île-de-France;Solaire;0,010013071
2022-03;Île-de-France;Solaire;0,017558099
2022-04;Île-de-France;Solaire;0,021853883
2022-05;Île-de-France;Solaire;0,028727569
2022-06;Île-de-France;Solaire;0,027885774
2022-07;Île-de-France;Solaire;0,033395329
2022-08;Île-de-France;Solaire;0,031943798
2022-09;Île-de-France;Solaire;0,021854779
2022-10;Île-de-France;Solaire;0,01791843
2022-11;Île-de-France;Solaire;0,008789126
2022-12;Île-de-France;Solaire;0,004732001
2023-01;Île-de-France;Solaire;0,005930357
2023-02;Île-de-France;Solaire;0,014332818
2023-03;Île-de-France;Solaire;0,022323937
2023-04;Île-de-France;Solaire;0,031072562
2023-05;Île-de-France;Solaire;0,042135655
2023-06;Île-de-France;Solaire;0,050968221
2023-07;Île-de-France;Solaire;0,041974411
2023-08;Île-de-France;Solaire;0,038974738
2023-09;Île-de-France;Solaire;0,034820043
2023-10;Île-de-France;Solaire;0,023530102
2023-11;Île-de-France;Solaire;0,010982759
2023-12;Île-de-France;Solaire;0,00687736
2024-01;Île-de-France;Solaire;0,009331756
2024-02;Île-de-France;Solaire;0,010846664
2024-03;Île-de-France;Solaire;0,027204716
2024-04;Île-de-France;Solaire;0,032014516
2024-05;Île-de-France;Solaire;0,039662121
2024-06;Île-de-France;Solaire;0,044467379
2024-07;Île-de-France;Solaire;0,047180477
2024-08;Île-de-France;Solaire;0,049004753
2024-09;Île-de-France;Solaire;0,035583443
2024-10;Île-de-France;Solaire;0,022674271
2024-11;Île-de-France;Solaire;0,010237089
2024-12;Île-de-France;Solaire;0,007414497
2025-01;Île-de-France;Solaire;0,008018732
2025-02;Île-de-France;Solaire;0,015379893
2025-03;Île-de-France;Solaire;0,03591065
2025-04;Île-de-France;Solaire;0,042573434
2025-05;Île-de-France;Solaire;0,045075874
2025-06;Île-de-France;Solaire;0,051858839
2025-07;Île-de-France;Solaire;0,061271974
2025-08;Île-de-France;Solaire;0,05795362
2025-09;Île-de-France;Solaire;0,040853892
2025-10;Île-de-France;Solaire;0,02973673
2014-01;Île-de-France;Hydraulique;0,001826858
2014-02;Île-de-France;Hydraulique;0,000748735
2014-03;Île-de-France;Hydraulique;0,004151241
2014-04;Île-de-France;Hydraulique;0,006856836
2014-05;Île-de-France;Hydraulique;0,005799564
2014-06;Île-de-France;Hydraulique;0,00350147
2014-07;Île-de-France;Hydraulique;0,003470074
2014-08;Île-de-France;Hydraulique;0,005154374
2014-09;Île-de-France;Hydraulique;0,004613762
2014-10;Île-de-France;Hydraulique;0,005938675
2014-11;Île-de-France;Hydraulique;0,00581355
2014-12;Île-de-France;Hydraulique;0,004351787
2015-01;Île-de-France;Hydraulique;0,002077706
2015-02;Île-de-France;Hydraulique;0,002286306
2015-03;Île-de-France;Hydraulique;0,004125536
2015-04;Île-de-France;Hydraulique;0,00496674
2015-05;Île-de-France;Hydraulique;0,00343586
2015-06;Île-de-France;Hydraulique;0,005995462
2015-07;Île-de-France;Hydraulique;0,003572401
2015-08;Île-de-France;Hydraulique;0,004043142
2015-09;Île-de-France;Hydraulique;0,005832511
2015-10;Île-de-France;Hydraulique;0,006094675
2015-11;Île-de-France;Hydraulique;0,005381088
2015-12;Île-de-France;Hydraulique;0,007410761
2016-01;Île-de-France;Hydraulique;0,007935245
2016-02;Île-de-France;Hydraulique;0,001555935
2016-03;Île-de-France;Hydraulique;0,003672791
2016-04;Île-de-France;Hydraulique;0,005277027
2016-05;Île-de-France;Hydraulique;0,006348993
2016-06;Île-de-France;Hydraulique;8,89E-05
2016-07;Île-de-France;Hydraulique;0,005518768
2016-08;Île-de-France;Hydraulique;0,004894685
2016-09;Île-de-France;Hydraulique;0,004997439
2016-10;Île-de-France;Hydraulique;0,004962375
2016-11;Île-de-France;Hydraulique;0,005672035
2016-12;Île-de-France;Hydraulique;0,007056373
2017-01;Île-de-France;Hydraulique;0,007334798
2017-02;Île-de-France;Hydraulique;0,007678721
2017-03;Île-de-France;Hydraulique;0,004801386
2017-04;Île-de-France;Hydraulique;0,006889016
2017-05;Île-de-France;Hydraulique;0,004877823
2017-06;Île-de-France;Hydraulique;0,003244537
2017-07;Île-de-France;Hydraulique;0,003529257
2017-08;Île-de-France;Hydraulique;0,003409626
2017-09;Île-de-France;Hydraulique;0,003646612
2017-10;Île-de-France;Hydraulique;0,004309842
2017-11;Île-de-France;Hydraulique;0,004136519
2017-12;Île-de-France;Hydraulique;0,004826679
2018-01;Île-de-France;Hydraulique;0,000235514
2018-02;Île-de-France;Hydraulique;4,95E-05
2018-03;Île-de-France;Hydraulique;0,000100971
2018-04;Île-de-France;Hydraulique;0,001044584
2018-05;Île-de-France;Hydraulique;0,006005708
2018-06;Île-de-France;Hydraulique;0,005921192
2018-07;Île-de-France;Hydraulique;0,005091257
2018-08;Île-de-France;Hydraulique;0,004350598
2018-09;Île-de-France;Hydraulique;0,003381238
2018-10;Île-de-France;Hydraulique;0,003985127
2018-11;Île-de-France;Hydraulique;0,003894444
2018-12;Île-de-France;Hydraulique;0,006639787
2019-01;Île-de-France;Hydraulique;0,006255959
2019-02;Île-de-France;Hydraulique;0,006034964
2019-03;Île-de-France;Hydraulique;0,007321056
2019-04;Île-de-France;Hydraulique;0,007152864
2019-05;Île-de-France;Hydraulique;0,007119362
2019-06;Île-de-France;Hydraulique;0,004767881
2019-07;Île-de-France;Hydraulique;0,003336776
2019-08;Île-de-France;Hydraulique;0,002110724
2019-09;Île-de-France;Hydraulique;0,003449546
2019-10;Île-de-France;Hydraulique;0,0049215
2019-11;Île-de-France;Hydraulique;0,006261926
2019-12;Île-de-France;Hydraulique;0,003097816
2020-01;Île-de-France;Hydraulique;0,00415321
2020-02;Île-de-France;Hydraulique;0,001704285
2020-03;Île-de-France;Hydraulique;0,001000753
2020-04;Île-de-France;Hydraulique;0,005519763
2020-05;Île-de-France;Hydraulique;0,005111381
2020-06;Île-de-France;Hydraulique;0,003288522
2020-07;Île-de-France;Hydraulique;0,002818361
2020-08;Île-de-France;Hydraulique;0,002541021
2020-09;Île-de-France;Hydraulique;0,002608331
2020-10;Île-de-France;Hydraulique;0,004899062
2020-11;Île-de-France;Hydraulique;0,005103581
2020-12;Île-de-France;Hydraulique;0,004089429
2021-01;Île-de-France;Hydraulique;0,002715561
2021-02;Île-de-France;Hydraulique;0,000594807
2021-03;Île-de-France;Hydraulique;0,006553463
2021-04;Île-de-France;Hydraulique;0,007804261
2021-05;Île-de-France;Hydraulique;0,007836165
2021-06;Île-de-France;Hydraulique;0,006978564
2021-07;Île-de-France;Hydraulique;0,006149788
2021-08;Île-de-France;Hydraulique;0,006373122
2021-09;Île-de-France;Hydraulique;0,004661806
2021-10;Île-de-France;Hydraulique;0,005355063
2021-11;Île-de-France;Hydraulique;0,005509406
2021-12;Île-de-France;Hydraulique;0,004724068
2022-01;Île-de-France;Hydraulique;0,00285763
2022-02;Île-de-France;Hydraulique;0,006260902
2022-03;Île-de-France;Hydraulique;0,006813417
2022-04;Île-de-France;Hydraulique;0,006236648
2022-05;Île-de-France;Hydraulique;0,003877658
2022-06;Île-de-France;Hydraulique;0,003755048
2022-07;Île-de-France;Hydraulique;0,003808611
2022-08;Île-de-France;Hydraulique;0,003223727
2022-09;Île-de-France;Hydraulique;0,003512443
2022-10;Île-de-France;Hydraulique;0,006203632
2022-11;Île-de-France;Hydraulique;0,00536848
2022-12;Île-de-France;Hydraulique;0,005499035
2023-01;Île-de-France;Hydraulique;0,004806356
2023-02;Île-de-France;Hydraulique;0,006058703
2023-03;Île-de-France;Hydraulique;0,007778268
2023-04;Île-de-France;Hydraulique;0,007290083
2023-05;Île-de-France;Hydraulique;0,007420344
2023-06;Île-de-France;Hydraulique;0,004632116
2023-07;Île-de-France;Hydraulique;0,004166754
2023-08;Île-de-France;Hydraulique;0,005729732
2023-09;Île-de-France;Hydraulique;0,004961715
2023-10;Île-de-France;Hydraulique;0,005461278
2023-11;Île-de-France;Hydraulique;0,005759384
2023-12;Île-de-France;Hydraulique;0,001789078
2024-01;Île-de-France;Hydraulique;0,002751523
2024-02;Île-de-France;Hydraulique;0,003070906
2024-03;Île-de-France;Hydraulique;0,00084044
2024-04;Île-de-France;Hydraulique;0,002562323
2024-05;Île-de-France;Hydraulique;0,005604987
2024-06;Île-de-France;Hydraulique;0,007186563
2024-07;Île-de-France;Hydraulique;0,005656096
2024-08;Île-de-France;Hydraulique;0,007461152
2024-09;Île-de-France;Hydraulique;0,007403414
2024-10;Île-de-France;Hydraulique;0,004535583
2024-11;Île-de-France;Hydraulique;0,006495189
2024-12;Île-de-France;Hydraulique;0,002101002
2025-01;Île-de-France;Hydraulique;0,000482428
2025-02;Île-de-France;Hydraulique;0,004683954
2025-03;Île-de-France;Hydraulique;0,00677247
2025-04;Île-de-France;Hydraulique;0,007125944
2025-05;Île-de-France;Hydraulique;0,006653699
2025-06;Île-de-France;Hydraulique;0,005156963
2025-07;Île-de-France;Hydraulique;0,00481507
2025-08;Île-de-France;Hydraulique;0,004552285
2025-09;Île-de-France;Hydraulique;0,006338634
2025-10;Île-de-France;Hydraulique;0,007544476
2014-01;Île-de-France;Eolien;0,005468478
2014-02;Île-de-France;Eolien;0,006518962
2014-03;Île-de-France;Eolien;0,002870897
2014-04;Île-de-France;Eolien;0,002027738
2014-05;Île-de-France;Eolien;0,003492562
2014-06;Île-de-France;Eolien;0,002303832
2014-07;Île-de-France;Eolien;0,001990316
2014-08;Île-de-France;Eolien;0,002100074
2014-09;Île-de-France;Eolien;0,001554756
2014-10;Île-de-France;Eolien;0,002616291
2014-11;Île-de-France;Eolien;0,002681983
2014-12;Île-de-France;Eolien;0,004273956
2015-01;Île-de-France;Eolien;0,004955532
2015-02;Île-de-France;Eolien;0,004224572
2015-03;Île-de-France;Eolien;0,003825026
2015-04;Île-de-France;Eolien;0,002959761
2015-05;Île-de-France;Eolien;0,002823627
2015-06;Île-de-France;Eolien;0,002234207
2015-07;Île-de-France;Eolien;0,00263819
2015-08;Île-de-France;Eolien;0,003327361
2015-09;Île-de-France;Eolien;0,006494558
2015-10;Île-de-France;Eolien;0,003765193
2015-11;Île-de-France;Eolien;0,008272335
2015-12;Île-de-France;Eolien;0,007185513
2016-01;Île-de-France;Eolien;0,009028153
2016-02;Île-de-France;Eolien;0,009330716
2016-03;Île-de-France;Eolien;0,008301743
2016-04;Île-de-France;Eolien;0,004792996
2016-05;Île-de-France;Eolien;0,004199535
2016-06;Île-de-France;Eolien;0,002831293
2016-07;Île-de-France;Eolien;0,002742603
2016-08;Île-de-France;Eolien;0,003403213
2016-09;Île-de-France;Eolien;0,002362542
2016-10;Île-de-France;Eolien;0,004345413
2016-11;Île-de-France;Eolien;0,006722276
2016-12;Île-de-France;Eolien;0,002891709
2017-01;Île-de-France;Eolien;0,005146914
2017-02;Île-de-France;Eolien;0,007200451
2017-03;Île-de-France;Eolien;0,009908314
2017-04;Île-de-France;Eolien;0,00476272
2017-05;Île-de-France;Eolien;0,005166935
2017-06;Île-de-France;Eolien;0,005034175
2017-07;Île-de-France;Eolien;0,006627431
2017-08;Île-de-France;Eolien;0,005415824
2017-09;Île-de-France;Eolien;0,007996202
2017-10;Île-de-France;Eolien;0,008528743
2017-11;Île-de-France;Eolien;0,01075893
2017-12;Île-de-France;Eolien;0,015182519
2018-01;Île-de-France;Eolien;0,018716374
2018-02;Île-de-France;Eolien;0,011961159
2018-03;Île-de-France;Eolien;0,013467804
2018-04;Île-de-France;Eolien;0,008524407
2018-05;Île-de-France;Eolien;0,007875408
2018-06;Île-de-France;Eolien;0,005720199
2018-07;Île-de-France;Eolien;0,005751059
2018-08;Île-de-France;Eolien;0,007953794
2018-09;Île-de-France;Eolien;0,009285845
2018-10;Île-de-France;Eolien;0,012751086
2018-11;Île-de-France;Eolien;0,01305108
2018-12;Île-de-France;Eolien;0,018676912
2019-01;Île-de-France;Eolien;0,010901178
2019-02;Île-de-France;Eolien;0,009257178
2019-03;Île-de-France;Eolien;0,019218873
2019-04;Île-de-France;Eolien;0,009741224
2019-05;Île-de-France;Eolien;0,010372797
2019-06;Île-de-France;Eolien;0,008990391
2019-07;Île-de-France;Eolien;0,009292484
2019-08;Île-de-France;Eolien;0,012185115
2019-09;Île-de-France;Eolien;0,019651981
2019-10;Île-de-France;Eolien;0,023063093
2019-11;Île-de-France;Eolien;0,022877183
2019-12;Île-de-France;Eolien;0,029593645
2020-01;Île-de-France;Eolien;0,026638232
2020-02;Île-de-France;Eolien;0,037631122
2020-03;Île-de-France;Eolien;0,029586563
2020-04;Île-de-France;Eolien;0,015484952
2020-05;Île-de-France;Eolien;0,01740369
2020-06;Île-de-France;Eolien;0,012848945
2020-07;Île-de-France;Eolien;0,01384675
2020-08;Île-de-France;Eolien;0,014087969
2020-09;Île-de-France;Eolien;0,015557885
2020-10;Île-de-France;Eolien;0,030645928
2020-11;Île-de-France;Eolien;0,019670269
2020-12;Île-de-France;Eolien;0,032276899
2021-01;Île-de-France;Eolien;0,026512185
2021-02;Île-de-France;Eolien;0,028453629
2021-03;Île-de-France;Eolien;0,024762332
2021-04;Île-de-France;Eolien;0,021158509
2021-05;Île-de-France;Eolien;0,029126751
2021-06;Île-de-France;Eolien;0,007418704
2021-07;Île-de-France;Eolien;0,01777894
2021-08;Île-de-France;Eolien;0,019082215
2021-09;Île-de-France;Eolien;0,014104271
2021-10;Île-de-France;Eolien;0,028331988
2021-11;Île-de-France;Eolien;0,023065048
2021-12;Île-de-France;Eolien;0,03406888
2022-01;Île-de-France;Eolien;0,025062037
2022-02;Île-de-France;Eolien;0,04361519
2022-03;Île-de-France;Eolien;0,029531447
2022-04;Île-de-France;Eolien;0,031021192
2022-05;Île-de-France;Eolien;0,019626171
2022-06;Île-de-France;Eolien;0,016363268
2022-07;Île-de-France;Eolien;0,015300361
2022-08;Île-de-France;Eolien;0,019031049
2022-09;Île-de-France;Eolien;0,018492148
2022-10;Île-de-France;Eolien;0,027601171
2022-11;Île-de-France;Eolien;0,038416431
2022-12;Île-de-France;Eolien;0,038088757
2023-01;Île-de-France;Eolien;0,050382292
2023-02;Île-de-France;Eolien;0,025648667
2023-03;Île-de-France;Eolien;0,048888924
2023-04;Île-de-France;Eolien;0,032631691
2023-05;Île-de-France;Eolien;0,033571981
2023-06;Île-de-France;Eolien;0,017281799
2023-07;Île-de-France;Eolien;0,026966161
2023-08;Île-de-France;Eolien;0,019136917
2023-09;Île-de-France;Eolien;0,016964566
2023-10;Île-de-France;Eolien;0,034189963
2023-11;Île-de-France;Eolien;0,049012824
2023-12;Île-de-France;Eolien;0,049934682
2024-01;Île-de-France;Eolien;0,03831322
2024-02;Île-de-France;Eolien;0,041848877
2024-03;Île-de-France;Eolien;0,030027495
2024-04;Île-de-France;Eolien;0,030837948
2024-05;Île-de-France;Eolien;0,017711314
2024-06;Île-de-France;Eolien;0,017422293
2024-07;Île-de-France;Eolien;0,013964762
2024-08;Île-de-France;Eolien;0,01374022
2024-09;Île-de-France;Eolien;0,030070266
2024-10;Île-de-France;Eolien;0,023454429
2024-11;Île-de-France;Eolien;0,027084525
2024-12;Île-de-France;Eolien;0,034935439
2025-01;Île-de-France;Eolien;0,038798666
2025-02;Île-de-France;Eolien;0,020981802
2025-03;Île-de-France;Eolien;0,026056317
2025-04;Île-de-France;Eolien;0,02632112
2025-05;Île-de-France;Eolien;0,023970405
2025-06;Île-de-France;Eolien;0,018208651
2025-07;Île-de-France;Eolien;0,021011364
2025-08;Île-de-France;Eolien;0,017439614
2025-09;Île-de-France;Eolien;0,026933118
2025-10;Île-de-France;Eolien;0,035096081
2014-01;Île-de-France;Thermique fossile;0,334075568
2014-02;Île-de-France;Thermique fossile;0,189322591
2014-03;Île-de-France;Thermique fossile;0,278186442
2014-04;Île-de-France;Thermique fossile;0,076749688
2014-05;Île-de-France;Thermique fossile;0,046221559
2014-06;Île-de-France;Thermique fossile;0,047426603
2014-07;Île-de-France;Thermique fossile;0,001887734
2014-08;Île-de-France;Thermique fossile;-0,000287107
2014-09;Île-de-France;Thermique fossile;0,111608457
2014-10;Île-de-France;Thermique fossile;0,176400412
2014-11;Île-de-France;Thermique fossile;0,320090342
2014-12;Île-de-France;Thermique fossile;0,481684794
2015-01;Île-de-France;Thermique fossile;0,497360694
2015-02;Île-de-France;Thermique fossile;0,593456181
2015-03;Île-de-France;Thermique fossile;0,491224394
2015-04;Île-de-France;Thermique fossile;0,050410618
2015-05;Île-de-France;Thermique fossile;0,010160597
2015-06;Île-de-France;Thermique fossile;0,011135847
2015-07;Île-de-France;Thermique fossile;0,01282073
2015-08;Île-de-France;Thermique fossile;0,003368051
2015-09;Île-de-France;Thermique fossile;0,006272114
2015-10;Île-de-France;Thermique fossile;0,02461781
2015-11;Île-de-France;Thermique fossile;0,35269048
2015-12;Île-de-France;Thermique fossile;0,330739936
